candidate_id,dataset_version,label_version,label_status,is_suitable,candidate_origin,source_dataset,district_id,district_name,zone_id,population_density,num_households,nse_ab_pct,nse_c_pct,nse_de_pct,urbanization_rate,dist_nearest_road_m,walkability_score,poi_commercial_500m,poi_educational_500m,poi_parks_500m,land_use_encoded,area_m2,dist_nearest_recycling_m,recycling_density_1km,waste_per_capita_kg,coverage_gap_index,accessibility_composite,nse_high_ratio,recycling_deficit,is_optimal,suitability_score,evidence_summary,label_reason,review_notes
ECO-SIM-V03-0746,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,745,9878.1,798,0.7537,0.3884,0.0,0.8032,34.1,0.7685,19,4,1,0,1349.9,226.9,1,0.723,0.0439,0.8156,0.7537,0,0,0.9086,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0747,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,746,9059.2,896,0.7279,0.3651,0.0,0.8466,27.8,0.4758,15,3,0,0,331.8,521.6,1,0.798,0.9086,0.6484,0.7279,1,0,0.9506,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0748,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,747,9537.4,1009,0.8644,0.3814,0.0,0.8599,206.2,0.7967,20,3,0,0,186.2,285.0,2,0.719,0.0589,0.603,0.8644,0,0,0.8753,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0749,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,748,13308.8,1244,0.7059,0.4064,0.0,0.8713,27.1,0.5977,23,3,0,0,325.4,1077.9,1,0.555,0.9966,0.7225,0.7059,1,1,0.9604,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0750,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,749,11829.4,1313,0.8135,0.3364,0.0,0.9654,1.5,0.7381,24,4,2,1,506.2,911.9,3,0.842,0.679,0.8409,0.8135,1,0,0.9492,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0751,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,750,12202.9,1047,0.6795,0.3365,0.0,0.8487,50.7,0.8278,13,1,2,0,145.4,936.4,1,0.761,0.5581,0.8291,0.6795,1,0,0.928,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0752,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,751,7371.8,616,0.8314,0.4686,0.0,0.8184,18.1,0.8818,13,3,0,0,101.4,1347.1,0,0.654,0.5663,0.9049,0.8314,1,1,0.9742,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0753,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,752,9773.3,1147,0.8537,0.2745,0.0,0.981,17.6,0.6678,22,4,2,0,195.0,30.0,0,0.647,0.2988,0.7772,0.8537,0,0,0.9152,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0754,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,753,9032.8,1055,0.8585,0.2001,0.0,0.8081,5.0,0.5675,15,2,1,1,131.9,722.8,1,0.706,0.9025,0.7338,0.8585,1,1,0.9667,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0755,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,754,10815.8,1041,0.8971,0.3944,0.0,0.7527,1.0,0.876,18,4,2,0,660.3,56.6,1,0.603,0.198,0.9243,0.8971,0,0,0.9163,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0756,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,755,11589.7,1121,0.7792,0.2997,0.0,0.954,73.1,0.5531,20,3,2,1,149.4,136.5,2,0.405,0.1548,0.6345,0.7792,0,0,0.867,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0757,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,756,10489.6,1196,0.8738,0.2638,0.0,0.9791,3.7,0.7613,21,2,1,0,264.1,63.7,2,0.763,0.2898,0.8518,0.8738,0,0,0.9179,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0758,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,757,8691.3,879,0.9124,0.4208,0.0,0.9137,5.4,0.8094,21,4,0,1,537.2,147.1,2,0.754,0.0433,0.8784,0.9124,0,1,0.9673,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0759,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,758,9008.5,762,0.6378,0.3384,0.0238,0.8478,104.0,0.915,18,0,0,2,681.2,67.8,2,0.305,0.0202,0.8104,0.6378,0,0,0.8659,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0760,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,759,10930.9,924,0.6897,0.2489,0.0614,0.8805,69.0,0.741,22,4,2,1,289.1,596.8,2,0.727,0.7601,0.7526,0.6897,1,0,0.9268,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0761,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,760,11080.1,944,0.6004,0.5048,0.0,0.9497,3.5,0.7735,23,4,2,1,332.8,794.9,1,0.913,0.5926,0.8594,0.6004,1,0,0.9421,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0762,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,761,10211.4,1135,0.8561,0.2211,0.0,0.9625,74.6,0.7795,13,3,0,3,108.5,859.4,0,0.481,0.7343,0.7683,0.8561,1,0,0.939,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0763,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,762,10194.7,1061,0.5991,0.3431,0.0578,0.7746,41.4,0.7184,12,3,1,0,554.7,346.7,3,0.639,0.0004,0.7758,0.5991,0,0,0.8312,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0764,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,763,10075.2,926,0.572,0.1989,0.2291,0.9583,8.9,0.7716,17,7,2,0,672.4,466.9,4,0.623,0.1045,0.8511,0.572,0,0,0.9173,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0765,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,764,10403.6,899,0.6403,0.3717,0.0,0.8982,8.8,0.8233,18,5,1,3,54.8,451.6,2,0.899,0.1953,0.8823,0.6403,0,0,0.9196,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0766,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,765,11073.9,940,0.5762,0.2987,0.1251,0.7577,59.3,0.4217,23,1,1,2,1002.6,398.5,0,0.818,0.1642,0.5739,0.5762,0,0,0.9286,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0767,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,766,10945.2,1200,0.7772,0.4155,0.0,0.776,16.1,0.8275,24,0,3,1,139.7,84.2,1,0.518,0.168,0.8751,0.7772,0,0,0.9044,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0768,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,767,10035.4,1158,0.6415,0.3486,0.0098,0.7609,49.5,0.6164,23,4,1,0,393.7,505.2,1,0.701,0.647,0.7038,0.6415,1,0,0.935,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0769,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,768,9926.4,1004,0.581,0.458,0.0,0.9777,54.8,0.9322,20,2,1,0,260.4,10.0,2,0.995,0.0884,0.8862,0.581,0,0,0.8981,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0770,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,769,9869.1,1094,0.7458,0.3156,0.0,0.8524,12.4,0.9593,15,1,3,2,233.2,939.1,0,0.556,0.5324,0.9591,0.7458,1,0,0.9514,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0771,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,770,8829.5,806,0.7517,0.2216,0.0267,0.9217,55.9,0.9109,12,3,1,1,207.4,17.6,1,0.648,0.007,0.872,0.7517,0,0,0.9156,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0772,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,771,8810.5,911,0.563,0.369,0.068,0.7504,196.9,0.8711,17,4,1,0,110.6,787.7,2,0.727,0.6111,0.6601,0.563,1,0,0.9259,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0773,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,772,10815.9,1054,0.6786,0.3298,0.0,0.9404,2.6,0.5266,24,2,1,0,372.1,791.0,1,0.558,0.9443,0.7125,0.6786,1,1,0.9685,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0774,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,773,8930.7,745,0.7425,0.2045,0.053,0.8657,4.7,0.6988,23,4,3,2,194.6,856.3,0,0.914,0.9624,0.813,0.7425,1,1,0.9684,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0775,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,774,11220.9,1116,0.7143,0.2656,0.0201,0.9717,40.2,0.5814,14,3,1,1,85.8,821.0,1,0.579,0.6152,0.6953,0.7143,1,1,0.964,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0776,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,775,9923.0,1129,0.7171,0.291,0.0,0.875,12.2,0.5372,23,4,0,3,106.9,310.9,0,0.442,0.2397,0.706,0.7171,0,0,0.9177,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0777,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,776,11229.4,921,0.8679,0.4744,0.0,0.9393,94.9,0.9768,21,6,0,0,87.0,13.5,4,0.571,0.1146,0.8596,0.8679,0,0,0.8676,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0778,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,777,10955.4,1085,0.95,0.4066,0.0,0.9011,49.6,0.839,16,4,3,0,160.8,1287.7,2,0.748,0.6888,0.8373,0.95,1,1,0.9758,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0779,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,778,11264.4,1294,0.7187,0.3222,0.0,0.8749,12.3,0.5158,18,5,1,0,360.7,30.2,0,0.53,0.2886,0.693,0.7187,0,0,0.902,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0780,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,779,9285.5,1036,0.6178,0.3877,0.0,0.9776,22.5,0.5407,23,1,4,0,138.5,341.4,1,0.695,0.0391,0.6944,0.6178,0,0,0.7763,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0781,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,780,10613.3,1058,0.7265,0.1868,0.0866,0.8689,21.1,0.7856,15,2,1,0,534.0,618.0,0,0.734,0.9839,0.8432,0.7265,1,1,0.9654,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0782,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,781,11106.8,964,0.7694,0.3048,0.0,0.9642,87.0,0.8299,20,4,0,0,222.4,238.6,1,0.469,0.0042,0.782,0.7694,0,0,0.9196,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0783,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,782,7673.0,874,0.7447,0.3821,0.0,0.7587,109.4,0.936,24,0,0,0,194.1,153.6,0,0.565,0.1093,0.8157,0.7447,0,0,0.9467,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0784,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,783,12552.5,1081,0.8111,0.3632,0.0,0.9078,4.7,0.6458,7,5,0,0,248.0,106.7,1,0.702,0.1546,0.7812,0.8111,0,0,0.9126,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0785,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,784,13398.9,1220,0.95,0.3069,0.0,0.9688,34.1,0.8168,19,6,1,2,747.0,229.0,1,0.755,0.0089,0.8445,0.95,0,1,0.9688,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0786,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,785,11420.9,970,0.5787,0.3469,0.0744,0.9658,9.7,0.8546,15,3,2,0,81.7,78.0,1,0.569,0.2202,0.8998,0.5787,0,0,0.931,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0787,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,786,11208.8,1102,0.6993,0.377,0.0,0.8664,17.7,0.5772,13,3,1,0,920.7,1280.7,1,0.673,0.7192,0.7228,0.6993,1,0,0.9506,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0788,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,787,10883.1,1144,0.9041,0.3493,0.0,0.8633,10.6,0.7754,18,3,0,1,527.5,10.0,2,0.607,0.1624,0.8511,0.9041,0,0,0.8934,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0789,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,788,9514.8,1075,0.6978,0.4189,0.0,0.9445,36.0,0.69,18,5,1,0,240.5,71.4,1,0.759,0.2377,0.7661,0.6978,0,1,0.9583,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0790,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,789,9834.7,968,0.8289,0.3755,0.0,0.8304,3.7,0.8435,18,6,2,1,630.4,317.4,3,0.728,0.1773,0.9012,0.8289,0,0,0.8961,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0791,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,790,11446.6,1360,0.8131,0.3909,0.0,0.9749,23.7,0.9115,17,3,1,2,189.1,331.8,1,0.594,0.1367,0.9154,0.8131,0,0,0.8976,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0792,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,791,8540.2,886,0.8737,0.4871,0.0,0.8102,53.8,0.5908,23,3,0,1,307.5,662.7,1,0.722,0.7526,0.6828,0.8737,1,1,0.98,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0793,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,792,8408.9,876,0.9413,0.4162,0.0,0.7679,13.6,0.9294,14,2,3,0,158.7,861.5,1,0.588,0.7098,0.9395,0.9413,1,1,0.9691,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0794,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,8,San Borja,793,9404.0,818,0.7833,0.4893,0.0,0.9353,46.9,0.5134,19,3,1,2,530.2,139.7,3,0.719,0.2739,0.6455,0.7833,0,0,0.8998,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
