zone_id,district_id,district_name,population_density,num_households,nse_ab_pct,nse_c_pct,nse_de_pct,urbanization_rate,dist_nearest_road_m,walkability_score,poi_commercial_500m,poi_educational_500m,poi_parks_500m,land_use_encoded,area_m2,dist_nearest_recycling_m,recycling_density_1km,waste_per_capita_kg,coverage_gap_index,accessibility_composite,nse_high_ratio,recycling_deficit,is_optimal,suitability_score
1565,8,San Borja,9064.0,984,0.4982,0.4358,0.066,0.9202,48.4,0.5747,22,4,1,0,82.1,1234.1,2,0.592,0.7932,0.6804,0.4982,1,1,0.4974
1566,8,San Borja,8629.2,908,0.7005,0.494,0.0,0.9324,125.8,0.7887,14,8,2,0,144.8,372.2,1,0.415,0.008,0.7055,0.7005,0,0,0.4982
1567,8,San Borja,10655.2,1246,0.6,0.3294,0.0706,0.8126,40.4,0.7728,11,1,1,1,401.7,357.6,1,0.638,0.2469,0.8098,0.6,0,1,0.6426
1568,8,San Borja,11073.4,1185,0.7113,0.5078,0.0,0.9704,30.4,0.6651,16,3,0,2,229.8,72.9,2,0.641,0.2719,0.7585,0.7113,0,1,0.5325
1569,8,San Borja,9526.7,841,0.7012,0.3864,0.0,0.8066,66.6,0.6282,24,1,1,0,153.4,93.1,1,0.462,0.0234,0.6881,0.7012,0,1,0.3425
1570,8,San Borja,10886.8,889,0.7953,0.4151,0.0,0.9048,17.1,0.781,16,4,0,0,213.0,39.7,2,0.356,0.077,0.8458,0.7953,0,0,0.5456
1571,8,San Borja,10018.9,1014,0.725,0.2648,0.0102,0.9623,9.0,0.7995,21,2,1,0,47.2,448.9,3,0.692,0.038,0.8677,0.725,0,0,0.521
1572,8,San Borja,7998.7,798,0.5809,0.3863,0.0329,0.8363,9.9,0.8002,10,0,5,2,386.6,875.8,3,0.608,0.6925,0.8669,0.5809,1,0,0.597
1573,8,San Borja,10567.8,1241,0.7847,0.422,0.0,0.8825,6.7,0.9283,24,3,4,0,40.5,466.2,1,0.618,0.0213,0.948,0.7847,0,0,0.5387
1574,8,San Borja,9549.2,1034,0.95,0.2949,0.0,0.9157,2.7,0.7767,22,4,0,0,139.0,125.5,1,0.762,0.1623,0.8625,0.95,0,1,0.5147
1575,8,San Borja,6078.6,705,0.8575,0.1416,0.0009,0.9728,9.6,0.6975,14,4,1,0,229.7,306.2,0,0.359,0.1165,0.8057,0.8575,0,0,0.6126
1576,8,San Borja,9413.8,1037,0.8179,0.3619,0.0,0.8575,6.6,0.7222,17,3,3,0,349.5,74.0,1,0.659,0.2253,0.8245,0.8179,0,0,0.614
1577,8,San Borja,7459.7,793,0.7305,0.3328,0.0,0.8948,13.0,0.4706,17,3,0,3,296.2,204.3,2,0.749,0.1917,0.665,0.7305,0,0,0.4223
1578,8,San Borja,8152.7,835,0.7009,0.4575,0.0,0.784,40.8,0.833,20,4,0,0,235.2,337.8,2,0.623,0.1633,0.8454,0.7009,0,0,0.4074
1579,8,San Borja,9626.6,993,0.694,0.3069,0.0,0.7657,5.6,0.99,18,3,2,0,785.2,463.5,2,0.438,0.151,0.9866,0.694,0,1,0.5887
1580,8,San Borja,9887.2,991,0.7741,0.2936,0.0,0.7551,33.3,0.7636,17,1,3,3,1226.5,425.3,0,0.551,0.2325,0.8138,0.7741,0,0,0.5525
1581,8,San Borja,8747.4,993,0.6364,0.2563,0.1073,0.8644,18.0,0.5398,22,2,0,3,246.1,675.4,0,0.582,0.9666,0.6998,0.6364,1,1,0.7173
1582,8,San Borja,10791.0,964,0.772,0.2996,0.0,0.881,17.1,0.8701,16,2,0,0,225.9,343.7,0,0.413,0.1259,0.8992,0.772,0,0,0.6413
1583,8,San Borja,9828.2,1146,0.6836,0.5634,0.0,0.7707,10.9,0.7024,16,4,0,0,215.3,1854.3,1,0.706,0.6793,0.8069,0.6836,1,0,0.7833
1584,8,San Borja,9364.0,958,0.5786,0.2231,0.1984,0.7935,16.5,0.5493,11,8,0,3,150.1,634.4,1,0.65,0.8356,0.7075,0.5786,1,1,0.6419
1585,8,San Borja,10065.1,981,0.6822,0.2432,0.0746,0.8139,85.8,0.9624,14,5,2,0,330.5,524.4,3,0.554,0.9949,0.863,0.6822,1,1,0.7932
1586,8,San Borja,11807.6,1044,0.8751,0.3457,0.0,0.9639,18.6,0.9761,18,3,1,0,676.7,706.1,1,0.798,0.8499,0.9608,0.8751,1,1,0.767
1587,8,San Borja,6774.5,616,0.7638,0.508,0.0,0.7738,48.5,0.4116,20,3,0,0,33.4,1257.1,1,0.572,0.9511,0.5822,0.7638,1,0,0.5772
1588,8,San Borja,11949.3,1235,0.3947,0.4093,0.1959,0.8675,6.5,0.862,18,1,0,2,213.6,269.4,1,0.872,0.2888,0.9085,0.3947,0,0,0.5293
1589,8,San Borja,9075.0,781,0.6826,0.4742,0.0,0.9394,3.1,0.8751,16,0,0,0,805.0,55.5,0,0.61,0.083,0.921,0.6826,0,0,0.5275
1590,8,San Borja,8831.6,707,0.8403,0.3192,0.0,0.9588,1.0,0.8769,12,5,1,0,335.1,348.4,0,0.507,0.1633,0.9248,0.8403,0,1,0.6535
1591,8,San Borja,9396.7,849,0.7202,0.2388,0.041,0.9164,37.5,0.5354,21,2,0,1,340.7,1301.5,2,0.511,0.7616,0.6712,0.7202,1,0,0.6232
1592,8,San Borja,8669.9,799,0.8024,0.3141,0.0,0.8137,8.3,0.8203,22,4,0,2,68.0,1266.9,1,0.664,0.5849,0.8811,0.8024,1,1,0.5247
1593,8,San Borja,8439.4,992,0.7105,0.34,0.0,0.7791,18.2,0.8607,21,4,0,0,429.1,604.2,1,0.489,0.5849,0.8922,0.7105,1,1,0.7125
1594,8,San Borja,11270.2,1163,0.7684,0.3509,0.0,0.7879,62.7,0.6052,27,2,0,0,548.6,240.4,0,0.672,0.1256,0.6795,0.7684,0,1,0.6864
1595,8,San Borja,10239.5,985,0.7535,0.3329,0.0,0.9349,12.5,0.4308,21,2,2,1,287.1,509.7,1,0.59,0.579,0.6418,0.7535,1,0,0.4804
1596,8,San Borja,7123.5,849,0.6854,0.3973,0.0,0.8212,4.9,0.7587,11,5,1,0,144.8,108.9,0,0.586,0.0188,0.8487,0.6854,0,1,0.6076
1597,8,San Borja,11011.2,1042,0.8071,0.293,0.0,0.8311,18.9,0.8519,13,2,0,1,348.7,263.2,0,0.644,0.0073,0.8859,0.8071,0,1,0.7233
1598,8,San Borja,10792.7,1277,0.9032,0.2758,0.0,0.7921,12.0,0.5984,19,3,2,0,106.7,471.6,0,0.801,0.0886,0.7431,0.9032,0,0,0.4686
1599,8,San Borja,7773.1,914,0.7885,0.2536,0.0,0.8543,33.3,0.4936,20,2,3,2,96.0,653.6,1,0.569,0.6986,0.6517,0.7885,1,1,0.5772
1600,9,Surquillo,22039.3,2429,0.3176,0.2949,0.3874,0.8699,2.7,0.8367,4,2,0,1,159.6,41.2,0,0.733,0.2924,0.8984,0.3176,0,0,0.7328
1601,9,Surquillo,22825.2,2174,0.3186,0.1773,0.5042,0.9872,19.2,0.6628,7,2,0,0,98.7,357.2,0,0.815,0.0074,0.7721,0.3186,0,1,0.6843
1602,9,Surquillo,28367.8,2828,0.2006,0.3873,0.4121,0.8436,38.3,0.9791,5,2,1,1,302.8,10.0,0,0.907,0.1462,0.9364,0.2006,0,0,0.8673
1603,9,Surquillo,24148.9,2570,0.4204,0.4697,0.1099,0.8425,3.5,0.5869,6,7,0,0,249.5,202.7,1,0.476,0.2132,0.7475,0.4204,0,0,0.6302
1604,9,Surquillo,19418.7,1682,0.2233,0.2659,0.5108,0.7678,8.3,0.9594,8,2,0,0,236.4,689.4,1,0.558,0.7284,0.9646,0.2233,1,0,0.7335
1605,9,Surquillo,24476.8,2549,0.2715,0.4589,0.2696,0.938,41.7,0.5596,4,6,2,2,126.1,813.7,0,0.75,0.8325,0.6802,0.2715,1,1,0.8551
1606,9,Surquillo,20224.8,1707,0.4309,0.3917,0.1774,0.7663,13.9,0.5744,5,1,0,0,326.6,10.0,0,0.65,0.1416,0.7261,0.4309,0,1,0.6193
1607,9,Surquillo,19585.9,2231,0.3887,0.2575,0.3538,0.7827,15.1,0.7287,6,3,0,2,180.3,1379.7,0,0.867,0.5751,0.8171,0.3887,1,1,0.721
1608,9,Surquillo,23691.7,2008,0.215,0.2937,0.4913,0.7636,17.6,0.6531,7,1,1,1,166.3,480.3,0,0.621,0.173,0.7684,0.215,0,0,0.8081
1609,9,Surquillo,18669.1,2070,0.1921,0.2902,0.5177,0.7962,55.7,0.8708,5,3,1,0,279.0,457.0,0,0.95,0.1564,0.8482,0.1921,0,1,0.6898
1610,9,Surquillo,22153.1,1968,0.2796,0.3635,0.3569,0.8553,4.7,0.9704,6,0,2,2,229.9,226.8,0,0.658,0.2571,0.976,0.2796,0,1,0.8035
1611,9,Surquillo,24223.4,2837,0.2424,0.3355,0.4221,0.7601,2.1,0.9236,5,1,1,0,78.2,10.0,1,0.894,0.133,0.9514,0.2424,0,1,0.7737
1612,9,Surquillo,28302.0,3009,0.1533,0.4384,0.4083,0.8487,14.2,0.8861,6,2,2,0,130.3,176.6,1,0.289,0.1824,0.9128,0.1533,0,1,0.777
1613,9,Surquillo,24106.5,2344,0.2247,0.4179,0.3574,0.8655,11.3,0.8264,7,5,0,0,374.7,180.9,0,0.723,0.0987,0.8807,0.2247,0,0,0.74
1614,9,Surquillo,17149.1,1401,0.05,0.2264,0.7236,0.7766,40.9,0.6611,9,3,4,1,235.5,176.5,0,0.653,0.0637,0.7421,0.05,0,1,0.6486
1615,9,Surquillo,17664.5,1842,0.3904,0.2365,0.3731,0.7632,19.6,0.7899,7,5,0,0,51.7,279.9,1,0.336,0.1381,0.8477,0.3904,0,0,0.584
1616,9,Surquillo,27696.9,2634,0.3841,0.3991,0.2168,0.8255,8.7,0.7238,11,1,1,0,428.0,25.1,0,0.648,0.1008,0.8228,0.3841,0,1,0.8554
1617,9,Surquillo,19907.0,2228,0.441,0.3088,0.2503,0.9061,1.9,0.8586,5,3,1,2,235.2,10.0,0,0.464,0.0113,0.9127,0.441,0,0,0.6629
1618,9,Surquillo,16995.7,1898,0.3353,0.336,0.3287,0.8957,96.5,0.6101,2,6,0,2,104.6,189.7,1,0.572,0.146,0.6374,0.3353,0,0,0.6522
1619,9,Surquillo,18684.3,2008,0.2552,0.3937,0.3511,0.7804,2.4,0.4909,6,3,2,3,143.3,242.5,1,0.696,0.1969,0.6914,0.2552,0,1,0.6523
1620,9,Surquillo,24620.6,2233,0.4023,0.4187,0.179,0.7721,20.9,0.7645,3,0,1,0,279.3,110.1,1,0.632,0.0156,0.8308,0.4023,0,1,0.6765
1621,9,Surquillo,22372.4,1944,0.2299,0.2513,0.5188,0.7949,3.5,0.726,8,3,1,2,41.8,796.2,0,0.703,0.7743,0.8309,0.2299,1,1,0.8253
1622,9,Surquillo,24136.2,2410,0.1673,0.1723,0.6604,0.9598,49.5,0.6326,6,2,0,2,342.5,288.4,1,0.674,0.093,0.7136,0.1673,0,0,0.6766
1623,9,Surquillo,21891.1,2147,0.2853,0.3409,0.3738,0.9736,9.2,0.9316,7,3,1,0,538.8,119.6,0,1.003,0.0122,0.9467,0.2853,0,0,0.5946
1624,9,Surquillo,18360.6,1963,0.3411,0.2816,0.3773,0.8752,2.8,0.4424,6,1,1,0,498.9,196.9,0,0.689,0.0291,0.6617,0.3411,0,1,0.6061
1625,9,Surquillo,16102.1,1631,0.2188,0.3553,0.4259,0.9665,2.3,0.7105,7,2,3,0,616.1,276.6,0,0.667,0.2149,0.8233,0.2188,0,1,0.5489
1626,9,Surquillo,19245.9,1920,0.1952,0.3429,0.4618,0.7815,5.7,0.8085,9,1,0,2,131.1,470.4,0,0.713,0.1617,0.8775,0.1952,0,1,0.7133
1627,9,Surquillo,22401.8,2222,0.2583,0.272,0.4697,0.9077,59.6,0.6125,3,3,0,1,559.6,227.1,0,0.646,0.2868,0.688,0.2583,0,1,0.7002
1628,9,Surquillo,18094.3,1812,0.3412,0.5169,0.1419,0.9057,57.8,0.6701,8,5,0,0,304.2,193.8,0,0.412,0.2045,0.725,0.3412,0,0,0.7126
1629,9,Surquillo,25243.6,2900,0.2855,0.3514,0.3632,0.8578,8.4,0.8901,6,5,1,0,125.4,1573.6,0,0.754,0.6751,0.9229,0.2855,1,0,0.804
1630,9,Surquillo,18699.8,1623,0.5636,0.3041,0.1323,0.9271,17.2,0.5913,12,4,1,2,355.5,573.8,0,0.844,0.7341,0.7319,0.5636,1,1,0.6972
1631,9,Surquillo,16548.5,1336,0.2864,0.3581,0.3555,0.864,13.5,0.595,5,6,0,1,346.9,593.6,0,0.883,0.52,0.739,0.2864,1,1,0.615
1632,9,Surquillo,22002.2,1955,0.3751,0.3924,0.2325,0.9556,39.0,0.4671,4,6,1,2,839.2,23.5,0,0.753,0.1676,0.6283,0.3751,0,1,0.7984
1633,9,Surquillo,24510.4,2265,0.1551,0.2994,0.5455,0.7826,13.9,0.7438,4,6,0,0,637.6,221.0,0,0.61,0.1571,0.8278,0.1551,0,1,0.8711
1634,9,Surquillo,26925.4,2813,0.3587,0.5356,0.1057,0.7542,27.8,0.816,4,4,1,3,140.8,511.6,1,0.689,0.7814,0.8525,0.3587,1,1,0.9049
1635,9,Surquillo,16681.1,1896,0.2538,0.2282,0.518,0.8407,13.0,0.8021,9,6,2,0,321.4,33.6,0,0.918,0.1583,0.8639,0.2538,0,0,0.539
1636,9,Surquillo,26698.2,2897,0.2991,0.2338,0.4672,0.7809,1.0,0.8922,8,2,0,0,318.6,10.4,3,0.616,0.0791,0.934,0.2991,0,0,0.6167
1637,9,Surquillo,22611.6,2711,0.4687,0.2221,0.3093,0.793,7.1,0.8784,6,3,2,3,299.2,58.5,2,0.471,0.2106,0.9176,0.4687,0,1,0.6497
1638,9,Surquillo,19950.7,1596,0.2628,0.3503,0.3869,0.7615,13.6,0.5031,6,3,0,0,191.7,43.7,0,0.981,0.0795,0.6838,0.2628,0,1,0.6917
1639,9,Surquillo,24246.7,2124,0.1692,0.3878,0.443,0.8533,21.6,0.7893,2,2,0,1,996.0,1288.0,0,0.497,0.772,0.8447,0.1692,1,1,0.8942
1640,9,Surquillo,26472.8,2210,0.1848,0.3236,0.4916,0.9269,10.9,0.9042,4,4,1,0,148.6,307.8,0,0.414,0.1766,0.928,0.1848,0,1,0.8208
1641,9,Surquillo,16459.1,1753,0.3173,0.3876,0.2951,0.8836,14.9,0.9559,9,3,0,1,928.1,635.9,0,0.698,0.8692,0.9537,0.3173,1,1,0.7945
1642,9,Surquillo,20577.9,1997,0.3119,0.3865,0.3016,0.8356,14.4,0.3458,4,5,4,0,78.3,400.0,0,0.711,0.2143,0.5883,0.3119,0,0,0.5922
1643,9,Surquillo,20202.6,1867,0.3077,0.3211,0.3712,0.7528,1.0,0.7588,1,2,1,0,180.3,359.7,3,0.719,0.1315,0.854,0.3077,0,1,0.5937
1644,9,Surquillo,24065.8,2226,0.1714,0.3842,0.4444,0.8722,17.8,0.6434,4,4,1,0,451.1,435.6,0,0.782,0.2599,0.7624,0.1714,0,1,0.7362
1645,9,Surquillo,26818.1,3103,0.5026,0.3343,0.1631,0.8286,50.4,0.7781,6,1,3,3,105.4,408.4,1,0.626,0.1214,0.7997,0.5026,0,1,0.8025
1646,9,Surquillo,22242.2,1846,0.4465,0.3173,0.2363,0.8073,3.1,0.5784,6,1,0,3,135.9,1588.4,0,0.628,0.6753,0.743,0.4465,1,1,0.767
1647,9,Surquillo,21035.8,1946,0.313,0.3101,0.3768,0.8584,52.9,0.7327,3,5,2,2,375.4,369.9,0,0.564,0.1287,0.7691,0.313,0,1,0.7132
1648,9,Surquillo,23469.7,2346,0.1479,0.3686,0.4835,0.7908,5.9,0.8592,2,6,0,2,61.4,10.0,1,0.671,0.2141,0.9076,0.1479,0,1,0.7357
1649,9,Surquillo,21226.2,2047,0.4584,0.4474,0.0941,0.8272,111.1,0.7219,6,5,1,1,592.2,450.3,1,0.731,0.0466,0.685,0.4584,0,1,0.6536
1650,9,Surquillo,14840.5,1595,0.4137,0.2536,0.3327,0.9723,63.6,0.7361,3,2,1,0,798.6,230.4,1,0.786,0.1024,0.7568,0.4137,0,0,0.5492
1651,9,Surquillo,23706.2,2472,0.3103,0.3116,0.3781,0.8966,5.8,0.6344,5,2,3,0,826.5,285.4,0,0.515,0.0804,0.773,0.3103,0,1,0.7213
1652,9,Surquillo,25252.7,2828,0.4199,0.363,0.2171,0.9875,24.2,0.5787,2,1,1,2,317.5,131.9,1,0.463,0.1164,0.715,0.4199,0,1,0.7077
1653,9,Surquillo,25543.2,2905,0.2506,0.4905,0.2589,0.9007,17.8,0.8259,5,1,0,1,173.8,194.3,1,0.783,0.2735,0.8718,0.2506,0,1,0.7097
1654,9,Surquillo,18185.2,1745,0.204,0.3845,0.4115,0.7733,45.3,0.7709,0,4,1,0,183.1,403.7,0,0.571,0.1894,0.8021,0.204,0,1,0.7134
1655,9,Surquillo,24003.6,2751,0.3157,0.285,0.3993,0.9098,22.6,0.6603,7,2,3,0,307.9,71.6,1,0.502,0.151,0.766,0.3157,0,0,0.792
1656,9,Surquillo,27058.1,2848,0.1447,0.2761,0.5792,0.9578,35.3,0.904,4,1,1,3,271.4,90.9,1,0.372,0.0387,0.8953,0.1447,0,0,0.7414
1657,9,Surquillo,30351.0,3472,0.189,0.4288,0.3822,0.969,37.7,0.8287,8,5,1,0,180.5,265.7,1,0.861,0.1729,0.847,0.189,0,0,0.7802
1658,9,Surquillo,23580.5,2325,0.3544,0.3249,0.3207,0.8831,86.1,0.8195,9,1,1,0,868.8,206.4,0,0.691,0.2396,0.7769,0.3544,0,1,0.7839
1659,9,Surquillo,25246.7,2045,0.324,0.2515,0.4245,0.7788,23.0,0.7077,6,1,0,1,200.9,31.5,0,0.732,0.1083,0.7939,0.324,0,0,0.7527
1660,9,Surquillo,18724.3,1990,0.1618,0.4311,0.4071,0.9043,1.0,0.9389,8,3,0,1,772.7,159.3,1,0.716,0.2709,0.962,0.1618,0,1,0.7512
1661,9,Surquillo,18292.8,2170,0.2591,0.3747,0.3662,0.7843,37.8,0.6845,7,6,0,0,265.1,603.7,0,0.682,0.597,0.7604,0.2591,1,1,0.7305
1662,9,Surquillo,25258.2,2960,0.1662,0.2545,0.5793,0.7634,9.7,0.7826,11,4,0,1,252.2,145.6,0,0.647,0.0481,0.8567,0.1662,0,1,0.7631
1663,9,Surquillo,15281.6,1315,0.2511,0.2428,0.5061,0.8008,12.3,0.8664,8,8,1,0,370.3,193.8,0,0.639,0.2483,0.9034,0.2511,0,1,0.7622
1664,9,Surquillo,22512.7,2241,0.2402,0.1766,0.5832,0.7733,4.6,0.5824,4,4,0,0,366.5,842.1,0,0.503,0.5855,0.7433,0.2402,1,1,0.8268
1665,9,Surquillo,26721.0,3070,0.3992,0.3002,0.3006,0.8569,15.4,0.563,11,3,2,1,218.0,252.4,0,0.385,0.155,0.7172,0.3992,0,1,0.7497
1666,9,Surquillo,24351.5,2353,0.2843,0.3744,0.3413,0.9765,18.3,0.6188,8,1,1,3,384.4,233.9,1,0.987,0.2777,0.7468,0.2843,0,0,0.7819
1667,9,Surquillo,24330.0,2450,0.2757,0.4268,0.2975,0.9085,1.6,0.7821,3,1,2,2,424.1,427.9,0,0.656,0.2474,0.8671,0.2757,0,1,0.699
1668,9,Surquillo,21836.7,2618,0.2608,0.384,0.3552,0.9167,44.7,0.9597,5,5,0,0,918.4,544.7,1,0.584,0.7951,0.9162,0.2608,1,0,0.7879
1669,9,Surquillo,20647.4,2050,0.1279,0.2456,0.6264,0.9429,2.6,0.5594,9,2,3,0,259.1,254.7,0,0.53,0.2075,0.7322,0.1279,0,1,0.7213
1670,9,Surquillo,29110.8,2550,0.2901,0.3273,0.3826,0.8074,10.9,0.7399,8,3,0,0,131.0,126.8,0,0.807,0.1739,0.8294,0.2901,0,1,0.8605
1671,9,Surquillo,26071.0,2126,0.3483,0.4644,0.1874,0.8874,29.9,0.5455,8,4,1,0,142.3,106.9,2,0.672,0.1617,0.6875,0.3483,0,1,0.6433
1672,9,Surquillo,24792.6,2440,0.3232,0.309,0.3678,0.9211,13.1,0.8255,6,2,0,0,1626.7,250.3,1,0.52,0.1068,0.8779,0.3232,0,1,0.728
1673,9,Surquillo,22091.9,2222,0.3693,0.4115,0.2192,0.823,18.7,0.7521,5,4,0,0,54.4,116.9,0,0.604,0.0543,0.8263,0.3693,0,1,0.707
1674,9,Surquillo,20072.4,2344,0.3741,0.4016,0.2242,0.843,173.4,0.8052,5,5,0,0,94.4,350.8,1,0.697,0.2475,0.6519,0.3741,0,1,0.6442
1675,9,Surquillo,25562.8,2854,0.5198,0.4108,0.0694,0.9183,14.1,0.7296,5,7,1,1,249.8,181.0,1,0.592,0.002,0.819,0.5198,0,1,0.6523
1676,9,Surquillo,20987.3,1731,0.1871,0.3845,0.4284,0.944,35.3,0.54,4,4,0,0,149.6,695.8,0,0.772,0.7717,0.6769,0.1871,1,1,0.7854
1677,9,Surquillo,22259.7,2508,0.3235,0.4105,0.266,0.8368,47.6,0.6302,10,6,1,0,471.1,202.1,0,0.969,0.0787,0.7147,0.3235,0,0,0.5968
1678,9,Surquillo,24031.8,1989,0.3347,0.2315,0.4338,0.9002,20.1,0.6406,4,2,3,0,439.3,364.9,0,0.587,0.0718,0.7575,0.3347,0,1,0.78
1679,9,Surquillo,22691.2,1828,0.268,0.4712,0.2608,0.9094,63.5,0.8551,3,3,2,1,159.5,618.1,0,0.607,0.7996,0.8284,0.268,1,0,0.8663
1680,9,Surquillo,27115.0,2762,0.2368,0.2055,0.5578,0.9729,74.8,0.4434,9,4,2,0,814.8,388.4,0,0.526,0.108,0.5664,0.2368,0,0,0.6696
1681,9,Surquillo,17644.1,1785,0.3499,0.3749,0.2752,0.939,18.9,0.9481,4,4,2,0,101.2,444.6,0,0.627,0.0266,0.9437,0.3499,0,0,0.5788
1682,9,Surquillo,22222.2,2059,0.3403,0.3461,0.3136,0.7967,35.6,0.7197,4,4,1,0,135.7,772.2,0,0.356,0.9083,0.7843,0.3403,1,1,0.8183
1683,9,Surquillo,29055.6,2859,0.1947,0.2999,0.5054,0.9002,5.1,0.7013,7,4,1,0,860.9,204.0,0,0.815,0.2065,0.8139,0.1947,0,0,0.762
1684,9,Surquillo,24960.3,2915,0.1202,0.272,0.6078,0.9799,66.8,0.7173,11,5,1,2,86.1,62.7,0,0.45,0.1246,0.7414,0.1202,0,1,0.6976
1685,9,Surquillo,21349.8,2285,0.2508,0.394,0.3552,0.8408,28.7,0.6089,7,2,1,0,323.0,72.3,1,0.529,0.0033,0.7271,0.2508,0,1,0.6326
1686,9,Surquillo,24636.1,2308,0.2327,0.4141,0.3532,0.9337,13.6,0.8665,7,5,0,1,858.0,10.0,0,0.663,0.0951,0.9017,0.2327,0,1,0.6885
1687,9,Surquillo,21842.5,2563,0.3603,0.3418,0.298,0.8794,15.9,0.9046,8,1,3,1,30.6,267.9,0,0.857,0.0018,0.9215,0.3603,0,0,0.804
1688,9,Surquillo,26839.0,2322,0.2076,0.3269,0.4655,0.8551,17.5,0.7121,5,3,1,1,186.8,22.4,0,0.522,0.2746,0.804,0.2076,0,1,0.7399
1689,9,Surquillo,24710.1,2149,0.2822,0.4525,0.2652,0.8869,14.3,0.8533,5,2,2,1,522.2,781.2,1,0.622,0.9043,0.8929,0.2822,1,1,0.87
1690,9,Surquillo,19140.5,1709,0.1293,0.3163,0.5544,0.852,15.9,0.5849,9,3,1,0,197.1,1900.0,0,0.694,0.9631,0.7297,0.1293,1,1,0.7204
1691,9,Surquillo,22786.6,2034,0.1449,0.3466,0.5085,0.8263,8.0,0.4909,3,2,1,0,256.6,52.8,1,0.549,0.0721,0.6839,0.1449,0,1,0.641
1692,9,Surquillo,23381.5,1936,0.2231,0.3337,0.4432,0.9327,23.1,0.4481,5,2,0,0,284.4,557.3,0,0.632,0.622,0.638,0.2231,1,0,0.7833
1693,9,Surquillo,23544.8,2175,0.2749,0.5477,0.1774,0.8778,5.7,0.6437,8,5,1,0,314.3,734.6,1,0.411,0.8526,0.7786,0.2749,1,1,0.8071
1694,9,Surquillo,23051.9,2350,0.218,0.2828,0.4992,0.9744,72.6,0.6149,5,3,1,0,128.4,26.3,1,0.571,0.0361,0.6722,0.218,0,1,0.6218
1695,9,Surquillo,23863.7,2121,0.3143,0.4165,0.2692,0.7521,37.3,0.8016,3,2,0,0,451.7,88.8,0,0.835,0.2009,0.8312,0.3143,0,0,0.7177
1696,9,Surquillo,23382.8,1970,0.1299,0.2141,0.6561,0.9346,24.8,0.5628,2,5,0,0,300.1,1068.0,0,0.772,0.6426,0.7047,0.1299,1,0,0.7436
1697,9,Surquillo,19620.1,2080,0.2785,0.2734,0.4481,0.7878,79.6,0.9033,11,5,3,3,97.8,19.9,0,0.583,0.2188,0.8359,0.2785,0,0,0.6513
1698,9,Surquillo,20493.6,1983,0.2797,0.3253,0.3951,0.9327,1.7,0.5011,2,2,1,0,168.6,10.1,1,0.498,0.118,0.6984,0.2797,0,1,0.6552
1699,9,Surquillo,21161.3,2245,0.1552,0.3395,0.5053,0.9589,17.2,0.8684,8,4,2,0,79.0,880.4,1,0.618,0.6686,0.8981,0.1552,1,0,0.8468
1700,9,Surquillo,22315.3,2006,0.3228,0.328,0.3491,0.9382,74.9,0.7717,4,3,0,1,290.3,1111.4,0,0.43,0.6978,0.7631,0.3228,1,1,0.8068
1701,9,Surquillo,21172.0,2334,0.0831,0.342,0.5749,0.8925,20.0,0.7827,6,4,1,2,362.3,1421.4,0,0.62,0.8769,0.8429,0.0831,1,1,0.8227
1702,9,Surquillo,25639.5,3048,0.2315,0.2949,0.4736,0.7795,26.2,0.3577,8,5,1,0,290.0,49.4,0,0.588,0.2055,0.5797,0.2315,0,1,0.7726
1703,9,Surquillo,18831.6,1703,0.3787,0.453,0.1682,0.9805,2.1,0.8477,3,3,2,1,379.9,302.4,1,0.583,0.1792,0.9058,0.3787,0,0,0.6487
1704,9,Surquillo,16275.7,1718,0.0775,0.27,0.6525,0.8283,13.0,0.827,4,4,0,0,272.3,10.0,0,0.629,0.097,0.8789,0.0775,0,1,0.4826
1705,9,Surquillo,28490.6,3151,0.3671,0.4096,0.2233,0.7568,2.8,0.7812,6,1,0,3,450.2,408.2,1,0.731,0.1906,0.865,0.3671,0,0,0.7844
1706,9,Surquillo,19302.2,1963,0.1834,0.4042,0.4124,0.7505,100.4,0.8287,5,3,1,1,220.9,35.0,0,0.494,0.0127,0.7634,0.1834,0,0,0.6856
1707,9,Surquillo,25631.2,2348,0.241,0.2742,0.4849,0.9273,39.2,0.7013,6,0,4,0,429.0,104.3,0,0.794,0.1813,0.7686,0.241,0,0,0.8422
1708,9,Surquillo,24008.3,2126,0.4407,0.3206,0.2387,0.9499,25.1,0.9476,6,4,2,1,87.5,876.8,0,0.819,0.688,0.9351,0.4407,1,1,0.7945
1709,9,Surquillo,19418.5,2055,0.2373,0.3498,0.4129,0.9427,87.3,0.5884,9,0,0,0,80.0,15.4,1,0.98,0.0415,0.6366,0.2373,0,1,0.66
1710,9,Surquillo,21561.2,2138,0.4614,0.484,0.0546,0.8842,13.9,0.3773,8,0,1,0,262.2,355.7,0,0.694,0.2449,0.6078,0.4614,0,1,0.7123
1711,9,Surquillo,21069.6,2391,0.2695,0.3205,0.4101,0.9017,42.3,0.8987,4,0,0,0,423.1,118.2,0,0.871,0.2715,0.8829,0.2695,0,1,0.7073
1712,9,Surquillo,23176.1,1936,0.2915,0.6399,0.0686,0.9676,7.5,0.4997,4,3,2,1,196.1,42.8,0,0.796,0.2877,0.6898,0.2915,0,1,0.6553
1713,9,Surquillo,19467.5,1582,0.3842,0.4114,0.2043,0.9093,10.2,0.8156,5,3,0,3,407.7,1217.9,2,0.679,0.5273,0.8757,0.3842,1,1,0.6776
